ID,ClassID,SubclassID,Material,InventoryType,RequiredLevel,SheatheType,RandomSelect,ItemRandomSuffixGroupID,Sound_override_subclassID,ScalingStatDistributionID,IconFileDataID,ItemGroupSoundsID,ContentTuningID,MaxDurability,AmmunitionType,ScalingStatValue,DamageType_0,DamageType_1,DamageType_2,DamageType_3,DamageType_4,Resistances_0,Resistances_1,Resistances_2,Resistances_3,Resistances_4,Resistances_5,Resistances_6,MinDamage_0,MinDamage_1,MinDamage_2,MinDamage_3,MinDamage_4,MaxDamage_0,MaxDamage_1,MaxDamage_2,MaxDamage_3,MaxDamage_4
1076,4,0,5,11,20,0,0,0,-1,0,133344,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,4,0,5,11,21,0,0,0,-1,0,133356,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,4,0,0,11,0,0,0,0,-1,0,133343,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,4,2,8,8,19,0,0,0,-1,0,132592,7,0,45,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,4,0,1,23,0,7,0,0,-1,0,133729,12,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,2,10,2,17,24,2,0,0,-1,0,135143,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,80,0,0,0,0
1156,4,0,1,11,17,0,0,0,-1,0,133351,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,4,6,1,14,54,4,0,0,-1,0,134947,9,0,120,0,0,0,0,0,0,0,2256,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1169,4,6,1,14,41,4,0,0,-1,0,136162,9,0,120,0,0,0,0,0,0,0,1795,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1172,4,0,2,23,0,7,0,0,-1,0,135432,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,4,0,1,11,15,0,0,0,-1,0,133345,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,4,1,7,16,15,0,0,0,-1,0,133760,7,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,4,6,1,14,49,4,0,0,-1,0,134952,9,0,100,0,0,0,0,0,0,0,1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,4,6,1,14,36,4,0,0,-1,0,134952,9,0,120,0,0,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,2,4,2,13,34,3,5242,0,-1,0,133490,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,59,0,0,0,0
1215,4,2,8,6,17,0,0,0,-1,0,132498,7,0,25,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,2,5,2,17,16,1,0,0,-1,0,133489,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,61,0,0,0,0
1220,2,1,1,17,15,1,0,0,-1,0,132405,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,36,0,0,0,0
1263,2,1,1,17,55,1,0,0,-1,0,135580,9,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,143,0,0,0,0
1264,2,5,2,17,0,1,0,0,-1,0,133482,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,49,0,0,0,0
1265,2,7,1,13,34,3,0,0,-1,0,135302,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,83,0,0,0,0
1270,4,1,7,16,0,0,0,0,-1,0,133767,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,4,3,5,5,0,0,0,0,-1,0,132742,10,0,90,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,4,3,5,5,0,0,0,0,-1,0,132624,10,0,90,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,4,6,1,14,0,4,0,0,-1,0,134955,9,0,80,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,4,2,8,1,33,0,0,0,-1,0,133132,7,0,50,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,4,3,5,1,0,0,0,0,-1,0,133070,10,0,60,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,2,0,1,13,20,3,0,0,-1,0,132417,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,32,0,0,0,0
1296,2,4,2,21,16,3,0,0,-1,0,133481,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,35,0,0,0,0
1300,2,10,2,17,15,2,0,0,-1,0,135469,13,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,54,0,0,0,0
1302,4,2,8,10,0,0,0,0,-1,0,132951,7,0,20,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,4,3,5,10,0,0,0,0,-1,0,132938,10,0,30,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,4,2,8,9,0,0,0,0,-1,0,132603,7,0,25,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,4,2,8,7,0,0,0,0,-1,0,134582,7,0,55,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,4,2,8,10,15,0,0,0,-1,0,132947,7,0,25,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,4,0,0,2,46,0,0,0,-1,0,133938,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,2,10,2,17,0,2,0,0,-1,0,135153,13,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,67,0,0,0,0
1318,2,1,1,17,18,1,0,0,-1,0,135424,9,0,80,0,0,0,5,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,78,5,0,0,0
1319,4,0,4,11,0,0,0,0,-1,0,132520,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,4,0,0,12,36,0,0,0,-1,0,134414,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,2,6,1,17,20,2,0,0,-1,0,135129,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,53,0,0,0,0
1436,4,2,8,7,0,0,0,0,-1,0,134585,7,0,50,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,4,0,0,2,55,0,0,0,-1,0,133276,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,4,0,1,11,41,0,0,0,-1,0,132516,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,4,3,5,10,15,0,0,0,-1,0,132938,10,0,30,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,4,0,5,11,0,1,0,0,-1,0,133355,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,2,0,1,13,22,3,0,0,-1,0,132415,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,58,0,0,0,0
1455,2,1,1,17,19,1,0,0,-1,0,135562,9,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,62,0,0,0,0
1457,2,4,2,21,17,3,0,0,-1,0,133476,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,32,0,0,0,0
1458,2,5,2,17,18,1,0,0,-1,0,133053,9,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,55,0,0,0,0
1459,2,0,1,21,19,3,0,0,-1,0,135421,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,47,0,0,0,0
1460,2,8,1,17,15,1,0,0,-1,0,135356,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,46,0,0,0,0
1461,2,1,1,17,20,1,0,0,-1,0,135424,9,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,59,0,0,0,0
1462,4,0,1,11,20,0,0,0,-1,0,133357,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1465,2,15,1,13,33,3,0,0,-1,0,135651,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,51,0,0,0,0
1480,2,4,2,21,0,3,0,0,-1,0,133057,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,0,0
1481,2,0,1,13,20,3,0,0,-1,0,132404,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,42,0,0,0,0
1482,2,7,1,21,19,3,0,0,-1,0,135311,8,0,75,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0,55,8,0,0,0
1483,2,4,2,13,16,3,0,0,-1,0,133045,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,48,0,0,0,0
1484,2,10,2,17,17,2,0,0,-1,0,135466,13,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,83,0,0,0,0
1488,4,3,5,5,26,0,0,0,-1,0,132624,10,0,120,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,4,2,8,5,20,0,0,0,-1,0,132723,7,0,95,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,4,0,3,12,0,0,0,0,-1,0,133438,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,4,0,1,11,20,1,0,0,-1,0,133356,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,2,7,1,21,22,3,0,0,-1,0,135325,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,54,0,0,0,0
1521,2,1,1,17,39,1,0,0,-1,0,132409,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,158,0,0,0,0
1522,2,6,1,17,31,2,0,0,-1,0,135128,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,95,0,0,0,0
1523,2,5,2,17,31,1,0,0,-1,0,133489,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,107,0,0,0,0
1547,4,6,1,14,0,4,0,0,-1,0,135940,9,0,85,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,4,6,1,14,0,4,0,0,-1,0,134955,9,0,65,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,2,8,1,17,0,1,0,0,-1,0,135326,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,39,0,0,0,0
1602,2,0,1,13,34,3,0,0,-1,0,132397,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,90,0,0,0,0
1604,2,8,1,17,40,1,0,0,-1,0,135323,9,0,85,0,0,0,0,0,0,0,0,0,7,7,7,7,7,100,0,0,0,0,150,0,0,0,0
1607,2,10,2,17,49,2,0,0,-1,0,136163,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,213,0,0,0,0
1608,2,4,2,13,42,3,5269,0,-1,0,133729,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,99,0,0,0,0
1613,2,10,2,17,39,2,5266,0,-1,0,135140,13,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,113,0,0,0,0
1624,4,3,5,1,38,0,0,0,-1,0,133071,10,0,60,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,2,8,1,17,36,1,5254,0,-1,0,135356,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,109,0,0,0,0
1639,2,1,1,17,44,1,5282,0,-1,0,132395,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,128,0,0,0,0
1640,2,1,1,17,37,1,5255,0,-1,0,132409,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,139,0,0,0,0
1664,2,10,2,17,36,2,0,0,-1,0,135165,13,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,116,0,0,0,0
1677,4,3,5,5,41,0,0,0,-1,0,132628,10,0,100,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,4,3,5,8,32,0,0,0,-1,0,132535,10,0,60,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,2,5,2,17,31,1,0,0,-1,0,133476,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,92,0,0,0,0
1680,2,1,1,17,39,1,0,0,-1,0,132408,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,117,0,0,0,0
1713,4,0,1,12,40,0,0,0,-1,0,135943,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,4,0,3,2,38,0,0,0,-1,0,133297,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,4,3,5,5,39,0,0,0,-1,0,132631,10,0,120,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,4,3,5,5,25,0,0,0,-1,0,132624,10,0,120,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,4,2,8,7,38,0,0,0,-1,0,134586,7,0,75,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,2,10,2,17,41,2,0,0,-1,0,135162,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,165,0,0,0,0
1721,2,4,2,21,49,3,0,0,-1,0,133046,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,112,0,0,0,0
1722,2,5,2,17,37,1,0,0,-1,0,133041,9,0,100,0,0,0,0,0,0,0,0,0,0,10,0,0,0,95,0,0,0,0,143,0,0,0,0
1726,2,6,1,17,31,2,0,0,-1,0,135125,9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,87,0,0,0,0
1727,2,7,1,21,23,3,0,0,-1,0,135327,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,62,0,0,0,0
1728,2,7,1,21,60,3,0,0,-1,0,135323,8,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,178,0,0,0,0
1893,2,1,1,17,0,1,0,0,-1,0,134709,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,55,0,0,0,0
1934,4,2,8,7,15,0,0,0,-1,0,134582,7,0,55,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,2,15,1,13,19,3,0,0,-1,0,135660,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,39,0,0,0,0
1937,2,7,1,13,16,3,0,0,-1,0,135325,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,33,0,0,0,0
1938,2,4,2,21,17,3,0,0,-1,0,133052,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,26,0,0,0,0
1955,4,3,5,8,22,0,0,0,-1,0,132535,10,0,50,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,4,0,3,12,54,0,0,0,-1,0,134334,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,2,8,1,17,23,1,0,0,-1,0,135326,9,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,91,0,0,0,0
1976,2,5,2,17,24,1,0,0,-1,0,133053,9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,80,0,0,0,0
1978,4,2,8,10,22,0,0,0,-1,0,132938,7,0,35,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,4,6,1,14,45,4,0,0,-1,0,134948,9,0,120,0,0,0,0,0,0,0,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,4,0,1,11,38,0,0,0,-1,0,133357,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,3,5,5,39,0,0,0,-1,0,132741,10,0,140,0,0,0,0,0,0,0,294,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1982,2,8,1,17,39,1,0,0,-1,0,135272,9,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,146,0,0,0,0
1986,2,8,1,17,36,1,0,0,-1,0,135313,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,94,0,0,0,0
1988,4,3,5,10,33,0,0,0,-1,0,132956,10,0,35,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,2,5,2,17,31,1,5238,0,-1,0,133481,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,101,0,0,0,0
1991,2,5,2,17,29,1,0,0,-1,0,134436,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,91,0,0,0,0
1992,4,0,0,23,33,0,0,0,-1,0,133731,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
1993,4,0,1,11,31,0,0,0,-1,0,132524,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,2,0,1,13,41,3,5268,0,-1,0,132407,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,64,0,0,0,0
1996,4,0,0,11,32,0,0,0,-1,0,133357,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2,10,2,17,28,2,0,0,-1,0,135155,13,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,75,0,0,0,0
2000,2,8,1,17,0,1,0,0,-1,0,135278,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,95,0,0,0,0
