ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID,ParentItemID
98021,0,1,0,-1,-1,0,7619,0,7747
98024,0,2,0,0,0,0,18197,0,6472
98035,0,1,0,-1,-1,0,9132,0,7348
98036,1,1,0,-1,-1,0,21352,0,7348
98038,0,1,0,0,0,0,7597,0,8347
98060,0,2,0,-1,-1,0,13526,0,6909
98065,0,1,0,-1,-1,0,7703,0,7053
98078,0,0,0,3600000,0,0,9175,0,7391
98081,0,1,0,10000,-1,0,9160,0,7375
98084,0,2,0,-1,-1,0,18204,0,7730
98108,0,2,0,-1,-1,0,8348,0,6660
98113,0,2,0,-1,-1,0,9800,0,7960
98115,0,1,0,-1,-1,0,29636,0,6469
98140,0,0,0,60000,0,0,9176,0,7344
98158,0,0,0,3600000,600000,0,10618,0,8367
98160,0,1,0,-1,-1,0,9134,0,7349
98162,0,1,0,-1,-1,0,9402,0,7377
98185,0,2,0,-1,-1,0,16400,0,5752
98192,0,2,0,-1,-1,0,16406,0,5616
98206,0,1,0,-1,-1,0,9233,0,7284
98249,0,2,0,-1,-1,0,8313,0,6904
98257,0,1,0,-1,-1,0,9141,0,6733
98261,0,2,0,-1,-1,0,18398,0,5756
98263,0,0,0,3600000,15000,1141,9174,0,6972
98273,0,2,0,-1,-1,0,13440,0,6831
98274,0,2,0,-1,-1,0,16403,0,6738
98301,0,1,0,90000,-1,0,13675,0,9643
98308,0,2,0,-1,-1,0,13482,0,9446
98321,0,1,0,-1,-1,0,7681,0,7721
98329,0,1,0,-1,-1,0,13599,0,7757
98330,0,1,0,-1,-1,0,18087,0,10698
98331,1,0,0,0,180000,0,12938,0,10698
98333,0,2,0,-1,-1,0,13482,0,8006
98336,0,2,0,-1,-1,0,11879,0,9608
98342,0,1,0,0,0,0,9142,0,9640
98352,0,1,0,-1,-1,0,9139,0,9428
98353,0,1,0,-1,-1,0,13665,0,9379
98354,0,0,0,1800000,0,0,9252,0,7508
98357,0,1,0,-1,-1,0,13669,0,7928
98370,0,1,0,-1,-1,0,7516,0,9405
98371,0,1,0,-1,-1,0,7518,0,9410
98385,0,1,0,0,0,0,7516,0,9607
98386,0,2,0,-1,-1,0,12731,0,9418
98388,0,1,0,-1,-1,0,13390,0,9385
98389,0,2,0,-1,-1,0,13438,0,9386
98390,0,1,0,-1,-1,0,9331,0,9391
98393,0,1,0,-1,-1,0,15714,0,9517
98398,0,1,0,-1,-1,0,14565,0,7756
98399,0,2,0,-1,-1,0,9796,0,7959
98433,0,1,0,-1,-1,0,18207,0,7710
98437,0,2,0,-1,-1,0,18081,0,9651
98444,0,1,0,-1,-1,0,13669,0,7920
98456,0,1,0,0,0,0,17768,0,8345
98463,0,1,0,-1,-1,0,15807,0,7724
98478,0,0,0,1800000,0,0,22641,0,9394
98481,0,2,0,-1,-1,0,13533,0,9423
98491,0,1,0,-1,-1,0,11789,0,9452
98498,0,2,0,-1,-1,0,11790,0,9453
98511,0,0,0,3600000,180000,0,5405,0,9397
98528,0,2,0,-1,-1,0,13486,0,9511
98539,0,2,0,-1,-1,0,18083,0,9419
98556,0,2,0,-1,-1,0,16413,0,10797
98562,0,1,0,-1,-1,0,17746,0,8197
98568,0,1,0,-1,-1,0,9140,0,9378
98585,0,2,0,-1,-1,0,11658,0,9372
98590,0,2,0,-1,-1,0,18206,0,9475
98606,0,0,0,900000,10000,1141,10578,0,8348
98611,0,0,0,3600000,0,0,12438,0,9404
98620,0,1,0,0,0,0,9417,0,7685
98621,0,2,0,-1,-1,0,16403,0,8224
98622,0,1,0,0,-1,0,7688,0,7513
98623,0,1,0,0,-1,0,7702,0,7514
98624,0,1,0,0,0,0,9342,0,7515
98625,1,0,0,1800000,0,0,9253,0,7515
98627,0,0,0,1800000,10000,1141,14537,0,7734
98669,0,0,0,3600000,15000,1141,9174,0,7133
98677,0,1,0,-1,-1,0,9415,0,7714
98680,0,1,0,0,0,0,13669,0,7936
98681,1,0,0,1800000,0,0,9774,0,7936
98686,0,1,0,-1,-1,0,9329,0,7359
98687,0,1,0,-1,-1,0,29633,0,9412
98700,0,1,0,-1,-1,0,9416,0,7749
98707,0,2,0,-1,-1,0,9632,0,7717
98708,0,0,0,1800000,0,0,9252,0,7507
98712,0,1,0,-1,-1,0,7597,0,7927
98718,0,1,0,-1,-1,0,7597,0,7719
98729,0,1,0,-1,-1,0,15808,0,10570
98735,0,0,0,3600000,0,0,13234,0,10721
98736,0,1,0,-1,-1,0,15464,0,10837
98737,0,2,0,-1,-1,0,13519,0,754
98738,0,1,0,0,-1,0,7703,0,10572
98739,0,2,0,-1,-1,0,13049,0,10847
98743,0,1,0,900000,30000,0,7517,0,10795
98756,1,2,0,-1,-1,0,11791,0,9465
98765,0,1,0,0,0,0,12956,0,10779
98766,0,1,0,-1,-1,0,9139,0,4825
98773,0,1,0,0,-1,0,13595,0,11263
98821,0,1,0,-1,-1,0,9346,0,10844
98822,0,1,0,-1,-1,0,13670,0,10845
98827,0,0,0,1800000,-1,0,12438,0,10518
98833,0,2,0,-1,-1,0,18075,0,10772
98836,0,2,0,-1,-1,0,18200,0,7753
98846,0,1,0,-1,-1,0,9142,0,10624
98847,0,2,0,-1,-1,0,12685,0,10625
98849,0,0,0,300000,10000,1141,17283,0,13171
98863,1,1,0,-1,-1,0,7518,0,9625
98865,0,2,0,-1,-1,0,56,0,9477
98875,0,2,0,-1,-1,0,16405,0,9478
98876,0,1,0,0,0,0,15807,0,9479
98881,0,2,0,-1,-1,0,18089,0,11902
98891,0,2,0,-1,-1,0,16405,0,8190
98893,0,1,0,-1,-1,0,9346,0,12756
98903,0,1,0,0,0,0,21363,0,10659
98904,1,1,0,-1,-1,0,21596,0,10659
98915,0,1,0,-1,-1,0,12560,0,10542
98917,0,2,0,-1,-1,0,56,0,10627
98918,0,1,0,-1,-1,0,18079,0,10696
98919,1,0,0,0,0,0,12938,0,10696
98920,0,2,0,-1,-1,0,12686,0,10626
98925,0,2,0,-1,-1,0,3742,0,9467
98931,0,1,0,-1,-1,0,21431,0,10510
98933,0,1,0,-1,-1,0,29634,0,10567
98940,0,1,0,10000,-1,0,9778,0,7939
98941,0,2,0,0,-1,0,13534,0,7954
98942,0,2,0,-1,-1,0,9806,0,7961
98961,0,2,0,-1,-1,0,11791,0,9485
98977,0,1,0,-1,-1,0,7597,0,7937
98987,0,1,0,0,0,0,15874,0,9375
98990,0,0,3,-1,-1,0,13494,0,9449
99008,0,1,0,-1,-1,0,18074,0,10805
99011,0,2,0,-1,-1,0,13439,0,10623
99013,0,1,0,-1,-1,0,17993,0,9482
99026,0,2,0,0,-1,0,13532,0,9639
99027,0,1,0,0,0,0,9408,0,9393
99033,0,1,0,-1,-1,0,14799,0,11904
99034,0,1,0,-1,-1,0,15776,0,12062
99036,0,2,0,-1,-1,0,16408,0,11121
99038,0,1,0,-1,-1,0,21361,0,13179
99051,0,2,0,-1,-1,0,10373,0,9425
99055,0,2,0,-1,-1,0,15494,0,11684
99056,0,1,0,-1,-1,0,9415,0,11685
99057,0,1,0,-1,-1,0,9336,0,11686
99058,0,1,0,-1,-1,0,18076,0,11907
99060,0,1,0,-1,-1,0,13669,0,7926
99061,0,2,0,-1,-1,0,19260,0,13148
99063,0,2,0,-1,-1,0,18214,0,13051
99065,0,1,0,-1,-1,0,9415,0,11632
99073,0,2,0,-1,-1,0,16939,0,12802
99074,0,1,0,0,0,0,9346,0,12543
99075,0,1,0,0,0,0,7597,0,12548
99076,0,1,0,-1,-1,0,7598,0,9413
99078,0,1,0,-1,-1,0,9141,0,12259
99079,0,1,0,-1,-1,0,17819,0,12105
99087,0,1,0,0,-1,0,13669,0,11755
99089,0,1,0,-1,-1,0,13665,0,11931
99090,1,1,0,-1,-1,0,7597,0,11931
99091,2,1,0,-1,-1,0,9336,0,11931
99093,0,0,0,900000,45000,1141,12766,0,10455
99106,0,1,0,-1,-1,0,9344,0,11842
99111,0,0,0,1800000,0,0,10577,0,8346
99114,0,1,0,-1,-1,0,7219,0,12639
99115,1,1,0,-1,-1,0,13665,0,12639
99116,2,1,0,-1,-1,0,7597,0,12639
99117,0,1,0,-1,-1,0,7598,0,12640
99118,1,1,0,-1,-1,0,15465,0,12640
99122,0,1,0,-1,-1,0,13387,0,12115
99125,0,1,0,-1,-1,0,13587,0,11122
99131,0,1,0,-1,-1,0,13669,0,11910
99138,0,1,0,-1,-1,0,7617,0,1131
99146,0,2,0,-1,-1,0,18104,0,811
99147,0,2,0,-1,-1,0,17148,0,1263
99148,0,1,0,-1,-1,0,16718,0,12709
99149,1,1,0,-1,-1,0,18067,0,12709
99163,0,1,0,0,0,0,23727,0,12103
99164,0,1,0,-1,-1,0,9331,0,12104
99178,0,1,0,-1,-1,0,17371,0,12625
99179,0,1,0,-1,-1,0,16611,0,12628
99190,0,1,0,-1,-1,0,7689,0,12260
99192,0,1,0,-1,-1,0,7517,0,12550
99194,0,1,0,-1,-1,0,9332,0,12061
99197,0,2,0,-1,-1,0,16433,0,11744
99198,0,1,0,-1,-1,0,13386,0,11746
99201,0,2,0,-1,-1,0,16559,0,11809
99202,0,1,0,-1,-1,0,15594,0,11810
99203,1,1,0,-1,-1,0,13385,0,11810
99204,0,1,0,-1,-1,0,15465,0,12082
99207,0,1,0,-1,-1,0,9142,0,13138
99208,0,0,0,1800000,0,0,17252,0,13143
99209,0,1,0,-1,-1,0,7678,0,13031
99210,1,1,0,-1,-1,0,7707,0,13031
99211,0,2,0,-1,-1,0,17510,0,13032
99213,0,2,0,-1,-1,0,16405,0,11603
99214,0,1,0,-1,-1,0,7597,0,12258
99220,0,1,0,-1,-1,0,9397,0,10796
99221,0,1,0,-1,-1,0,13388,0,13041
99223,0,1,0,-1,-1,0,9140,0,12527
99226,0,1,0,-1,-1,0,19691,0,1465
99230,0,2,0,-1,-1,0,13442,0,6220
99232,0,1,0,-1,-1,0,9335,0,10823
99235,0,2,0,-1,-1,0,16413,0,12992
99236,0,1,0,-1,-1,0,7598,0,12757
99237,1,1,0,-1,-1,0,13669,0,12757
99238,0,1,0,-1,-1,0,15600,0,11815
99239,1,1,0,-1,-1,0,9331,0,11815
99245,0,1,0,0,-1,0,15464,0,11964
99246,0,1,0,0,0,0,17866,0,12926
99247,0,1,0,0,0,0,8397,0,11302
99249,0,1,0,-1,-1,0,15714,0,11823
99258,0,1,0,0,-1,0,13390,0,13091
99262,0,1,0,0,0,0,15438,0,11669
99263,1,1,0,-1,-1,0,13383,0,11669
99271,1,1,0,-1,-1,0,7598,0,11726
99281,0,1,0,-1,-1,0,9331,0,13166
99282,0,1,0,-1,-1,0,9140,0,13248
99285,0,0,0,120000,-1,0,18364,0,14134
99286,0,1,0,-1,-1,0,7598,0,11735
99287,0,1,0,0,0,0,9415,0,11824
99292,0,2,0,-1,-1,0,13439,0,10761
99293,0,2,0,-1,-1,0,16411,0,10628
99295,0,1,0,-1,-1,0,14799,0,11747
99296,0,1,0,0,0,0,9400,0,11748
99314,0,1,0,-1,-1,0,13669,0,11872
99316,0,2,0,-1,-1,0,15280,0,11607
99324,0,1,0,-1,-1,0,9343,0,11623
99325,0,2,0,-1,-1,0,15283,0,11608
99327,0,2,0,-1,-1,0,13527,0,9486
99331,0,1,0,-1,-1,0,9342,0,11633
99336,0,2,0,-1,-1,0,13530,0,8225
99352,0,2,0,-1,-1,0,18088,0,10803
99353,0,2,0,-1,-1,0,18084,0,10804
99358,0,1,0,-1,-1,0,15464,0,12651
99362,0,2,0,-1,-1,0,13526,0,11635
99371,0,0,0,900000,0,0,15646,0,11832
99372,1,1,0,-1,-1,0,9417,0,11832
99377,0,1,0,-1,-1,0,7597,0,12940
99381,0,2,0,-1,-1,0,16603,0,12621
99382,0,1,0,-1,-1,0,9141,0,12535
99391,0,1,0,-1,-1,0,21596,0,13387
99406,0,1,0,900000,30000,0,7517,0,12985
99415,0,1,0,-1,-1,0,4070,0,1490
99418,0,2,0,0,-1,0,16921,0,12794
99419,0,2,0,-1,-1,0,13318,0,12795
99420,0,2,0,-1,-1,0,56,0,12796
99429,0,1,0,-1,-1,0,13669,0,13260
99432,0,1,0,-1,-1,0,7598,0,13944
99433,0,2,0,-1,-1,0,16405,0,13060
99437,0,0,0,1800000,0,0,16739,0,1973
99438,0,1,0,-1,-1,0,17623,0,13544
99439,0,2,0,-1,-1,0,16414,0,11920
99446,0,1,0,-1,-1,0,15464,0,11921
99447,1,1,0,-1,-1,0,7598,0,11921
99448,0,1,0,0,-1,0,7597,0,12929
99452,0,1,0,-1,-1,0,9343,0,13161
99453,0,0,0,1800000,0,0,17275,0,13164
99460,0,1,0,-1,-1,0,7721,0,12631
99467,0,1,0,-1,-1,0,13388,0,12618
99468,0,1,0,-1,-1,0,13388,0,12620
99469,0,1,0,-1,-1,0,16615,0,12632
99470,1,1,0,-1,-1,0,9361,0,12632
99471,1,1,0,-1,-1,0,18029,0,12633
99472,0,1,0,-1,-1,0,15810,0,12634
99476,0,1,0,-1,-1,0,13384,0,13074
99479,0,1,0,-1,-1,0,7680,0,14522
99480,0,1,0,-1,-1,0,9331,0,13095
99485,0,1,0,-1,-1,0,15465,0,12927
99486,1,1,0,-1,-1,0,14027,0,12927
99491,0,2,0,0,-1,0,13318,0,12791
99493,0,1,0,0,0,0,16982,0,12805
99495,0,1,0,0,-1,0,9317,0,11923
99497,0,1,0,-1,-1,0,7598,0,11926
99498,0,1,0,-1,-1,0,15816,0,12784
99501,0,2,0,-1,-1,0,16916,0,12790
99502,0,1,0,-1,-1,0,7597,0,13217
99504,0,1,0,-1,-1,0,9336,0,13368
99506,0,1,0,-1,-1,0,9343,0,13964
99508,0,1,0,0,-1,0,13390,0,12602
99524,0,1,0,-1,-1,0,7598,0,13965
99525,0,1,0,0,-1,0,21361,0,13141
99526,0,1,0,-1,-1,0,15464,0,13142
99527,0,1,0,0,0,0,9407,0,13184
99545,0,1,0,-1,-1,0,7597,0,13400
99548,0,1,0,-1,-1,0,18030,0,13954
99549,1,1,0,-1,-1,0,17988,0,13954
99552,0,1,0,0,0,0,9318,0,12960
99554,0,1,0,-1,-1,0,15464,0,12966
99558,0,2,0,-1,-1,0,16551,0,12590
99559,0,2,0,-1,-1,0,16602,0,12592
99560,0,1,0,-1,-1,0,14056,0,12603
99564,0,2,0,-1,-1,0,17484,0,13361
99573,0,2,0,-1,-1,0,18086,0,11803
99576,0,0,0,60000,0,0,18400,0,13379
99583,0,2,0,-1,-1,0,17483,0,13348
99584,0,1,0,0,-1,0,9326,0,13349
99585,0,2,0,-1,-1,0,16898,0,12777
99588,0,1,0,-1,-1,0,9139,0,13380
99589,0,1,0,-1,-1,0,15806,0,12964
99590,1,1,0,-1,-1,0,13670,0,12964
99591,0,1,0,-1,-1,0,21632,0,13383
99595,0,0,0,900000,60000,94,17490,0,13353
99596,0,1,0,-1,-1,0,9332,0,12653
99602,0,1,0,-1,-1,0,9140,0,11858
99605,0,2,0,-1,-1,0,18082,0,12792
99609,0,0,0,600000,0,0,18264,0,13937
99610,0,1,0,0,0,0,9416,0,13938
99614,0,1,0,-1,-1,0,16638,0,12624
99618,0,0,0,900000,0,0,16470,0,12532
99619,0,1,0,0,0,0,9346,0,12545
99620,0,1,0,0,0,0,9408,0,12547
99622,0,1,0,-1,-1,0,7617,0,11861
99623,0,1,0,0,0,0,14027,0,11862
99624,0,1,0,-1,-1,0,15464,0,13967
99625,0,1,0,-1,-1,0,13390,0,13072
99626,0,1,0,-1,-1,0,17625,0,13505
99628,0,2,0,-1,-1,0,13440,0,12250
99630,0,1,0,0,-1,0,17495,0,13375
99631,0,1,0,0,-1,0,15807,0,11933
99635,0,1,0,-1,-1,0,15808,0,12953
99638,0,1,0,-1,-1,0,15464,0,13211
99639,0,2,0,-1,-1,0,17407,0,13285
99640,0,1,0,-1,-1,0,14049,0,13359
99641,1,1,0,-1,-1,0,7597,0,13359
99642,0,2,0,-1,-1,0,10370,0,12469
99647,0,1,0,-1,-1,0,9398,0,11784
99648,0,2,0,-1,-1,0,56,0,12528
99652,0,2,0,-1,-1,0,17511,0,13035
99653,0,1,0,-1,-1,0,9396,0,11922
99654,0,2,0,-1,-1,0,16549,0,12583
99668,0,1,0,0,-1,0,17482,0,13212
99676,0,1,0,-1,-1,0,13385,0,12939
99678,0,2,0,0,-1,0,18203,0,13183
99680,0,0,0,120000,10000,1141,17330,0,13213
99684,0,2,0,-1,-1,0,14118,0,12463
99687,0,1,0,-1,-1,0,13670,0,11787
99690,0,1,0,-1,-1,0,16550,0,12588
99694,0,1,0,-1,-1,0,18384,0,11750
99695,0,2,0,-1,-1,0,17196,0,12969
99697,0,1,0,-1,-1,0,9331,0,13340
99699,0,2,0,-1,-1,0,15662,0,12243
99708,1,1,0,-1,-1,0,18196,0,11927
99709,0,1,0,-1,-1,0,13665,0,13163
99712,0,1,0,-1,-1,0,15806,0,13045
99714,0,1,0,-1,-1,0,9408,0,12110
99715,0,1,0,90000,-1,0,13674,0,7787
99723,0,1,0,-1,-1,0,16620,0,12641
99724,2,1,0,-1,-1,0,14249,0,12641
99725,0,1,0,-1,-1,0,18198,0,13017
99727,0,1,0,0,0,0,9346,0,12464
99730,0,1,0,-1,-1,0,9298,0,13007
99732,0,2,0,-1,-1,0,17506,0,13408
99733,0,1,0,-1,-1,0,13387,0,12619
99742,0,1,0,0,0,0,15465,0,13404
99743,1,1,0,-1,-1,0,7597,0,13404
99744,0,1,0,-1,-1,0,7516,0,13405
99750,0,1,0,-1,-1,0,13390,0,13049
99751,0,1,0,-1,-1,0,7597,0,12584
99752,1,1,0,-1,-1,0,9335,0,12584
99759,0,1,0,-1,-1,0,17818,0,13255
99760,1,1,0,-1,-1,0,15464,0,13255
99761,2,1,0,-1,-1,0,27743,0,13255
99762,3,1,0,-1,-1,0,27744,0,13255
99769,0,1,0,-1,-1,0,7597,0,14615
99770,0,1,0,-1,-1,0,15464,0,14616
99777,0,1,0,-1,-1,0,7597,0,13036
99778,0,1,0,-1,-1,0,9142,0,13039
99780,0,0,0,300000,10000,1141,6251,0,13382
99781,0,1,0,-1,-1,0,18212,0,13044
99782,0,1,0,-1,-1,0,7597,0,12783
99785,0,1,0,-1,-1,0,18201,0,11629
99792,0,1,0,-1,-1,0,13665,0,13056
99793,1,1,0,-1,-1,0,15465,0,13056
99794,0,2,0,-1,-1,0,18202,0,13057
99795,0,1,0,-1,-1,0,9408,0,11928
99796,0,2,0,-1,-1,0,15602,0,11817
99804,0,1,0,-1,-1,0,9325,0,13029
99806,0,1,0,-1,-1,0,7597,0,12774
99807,0,1,0,-1,-1,0,15768,0,12775
99808,0,1,0,-1,-1,0,13665,0,12776
99809,1,1,0,-1,-1,0,15465,0,12776
99811,0,2,0,-1,-1,0,14106,0,12974
99815,0,1,0,-1,-1,0,29626,0,13040
99816,0,1,0,-1,-1,0,7597,0,13162
99817,0,1,0,-1,-1,0,14254,0,13169
99819,0,2,0,-1,-1,0,17308,0,13198
99820,0,1,0,-1,-1,0,13390,0,14622
99821,1,1,0,-1,-1,0,21362,0,14622
99822,0,1,0,-1,-1,0,13389,0,14624
99823,1,1,0,-1,-1,0,21363,0,14624
99832,0,1,0,-1,-1,0,21618,0,12637
99834,0,2,0,-1,-1,0,18833,0,14555
99839,0,1,0,-1,-1,0,9415,0,12606
99842,0,1,0,0,0,0,15874,0,14551
99843,1,1,0,-1,-1,0,7578,0,14551
99844,2,1,0,-1,-1,0,7527,0,14551
99849,0,2,0,-1,-1,0,18211,0,13053
99851,0,1,0,-1,-1,0,13669,0,14611
99852,0,2,0,-1,-1,0,18656,0,14576
99853,0,1,0,-1,-1,0,18201,0,11628
99856,0,1,0,-1,-1,0,13390,0,15413
99859,0,0,0,900000,30000,1141,18787,0,14554
99860,0,2,0,0,-1,0,17505,0,13401
99862,0,1,0,-1,-1,0,14049,0,15051
99868,0,2,0,-1,-1,0,18633,0,14531
99870,0,1,0,-1,-1,0,15466,0,13052
99873,0,1,0,-1,-1,0,15814,0,14536
99874,0,2,0,0,-1,0,17315,0,13204
99876,0,1,0,-1,-1,0,21618,0,13386
99879,0,1,0,0,0,0,14049,0,13395
99881,0,1,0,-1,-1,0,15696,0,14553
99885,0,2,0,-1,-1,0,17331,0,13218
99886,0,2,0,-1,-1,0,16528,0,12582
99887,0,1,0,-1,-1,0,7598,0,12587
99889,0,1,0,-1,-1,0,9400,0,14044
99890,0,1,0,0,0,0,20847,0,14557
99892,0,2,0,-1,-1,0,16927,0,12797
99893,0,2,0,-1,-1,0,14126,0,13054
99895,0,1,0,-1,-1,0,13390,0,14552
99897,0,1,0,-1,-1,0,7681,0,13208
99908,0,0,0,600000,60000,94,18307,0,14022
99909,0,0,0,600000,60000,94,18308,0,14023
99910,0,2,0,-1,-1,0,19755,0,14024
99911,0,1,0,0,0,0,9414,0,13396
99914,0,1,0,-1,-1,0,9315,0,14548
99915,0,1,0,-1,-1,0,13670,0,14549
99917,0,2,0,-1,-1,0,17500,0,13393
99920,0,1,0,-1,-1,0,15810,0,14640
99921,0,1,0,-1,-1,0,14027,0,14641
99923,0,1,0,-1,-1,0,13384,0,13394
99929,0,1,0,-1,-1,0,21626,0,14621
99930,1,1,0,-1,-1,0,13390,0,14621
99931,0,1,0,-1,-1,0,21363,0,14623
99932,1,1,0,-1,-1,0,14249,0,14623
99934,0,1,0,-1,-1,0,9295,0,12113
99935,0,1,0,-1,-1,0,15696,0,11932
99937,0,1,0,-1,-1,0,13670,0,11821
99939,0,1,0,-1,-1,0,29635,0,13146
99941,0,1,0,-1,-1,0,14049,0,14636
99944,0,1,0,-1,-1,0,23930,0,13209
99945,0,1,0,-1,-1,0,14049,0,13210
99949,1,1,0,-1,-1,0,13669,0,13966
99951,0,1,0,0,0,0,7597,0,13098
99952,1,1,0,-1,-1,0,9329,0,13098
99956,1,1,0,-1,-1,0,13385,0,13955
99964,0,1,0,0,-1,0,13669,0,13177
99965,0,1,0,0,0,0,21363,0,13178
